Brand,Model,CPU,GPU,RAM_GB,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Discount_percent,Brand_Discount,Member_Discount
Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,8,256,True,3.26,17.3,3.93,120,110.57
HP,Envy 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,4096,True,3.36,18.4,5.19,90,190.93
Dell,XPS 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,1024,True,1.32,14.0,2.68,120,101.32
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4070,8,512,False,1.18,13.3,6.46,80,152.11
Acer,Nitro 5,Intel i5-14600H,NVIDIA RTX 4050,128,1024,True,1.3,13.3,5.45,80,170.18
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,16,512,True,3.25,18.4,5.73,120,118.46
HP,Omen 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,1024,True,3.11,17.3,5.12,90,117.72
Acer,Nitro 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,512,True,3.0,17.3,5.64,80,167.66
Microsoft,Surface Pro 8,Intel Core Ultra 7 15500H,Intel Arc A750M,16,4096,False,1.73,15.6,6.74,100,90.38
HP,EliteBook 840,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,1024,True,2.04,15.6,4.65,90,274.15
Microsoft,Surface Laptop Studio,Intel i5-14500H,Intel Iris Xe,16,2048,False,3.04,17.3,2.81,100,119.2
Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,256,False,1.14,14.0,4.95,100,118.42
Acer,Predator Helios 300,Intel i7-14700H,NVIDIA RTX 4060,16,1024,True,1.1,14.0,2.03,80,123.52
Lenovo,Legion 5,Intel i9-14900HK,NVIDIA RTX 4080,128,512,True,3.26,18.4,2.37,110,298.56
Acer,Predator Helios 300,Intel i5-14500H,NVIDIA RTX 3050,128,1024,False,1.39,14.0,5.44,80,172.65
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4060,32,1024,True,2.91,18.4,6.75,80,178.39
Acer,Predator Helios 300,Intel i7-14700H,NVIDIA RTX 4070,8,4096,True,1.18,13.3,4.65,80,210.95
Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,1024,True,1.33,13.3,6.32,120,215.18
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,64,2048,True,1.59,16.0,2.23,120,192.41
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,1024,True,1.19,13.3,6.91,100,242.93
Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,4096,False,3.33,18.4,4.71,110,196.25
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4060,16,512,False,2.32,15.6,6.15,100,134.95
Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 7 15500H,Intel Arc A750M,8,1024,False,1.47,14.0,5.84,110,84.38
Acer,Nitro 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,1024,True,1.18,14.0,5.89,80,209.89
Microsoft,Surface Go 3,Intel i7-14800H,NVIDIA RTX 4060,32,256,True,1.06,13.3,3.71,100,126.08
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,64,256,False,2.03,16.0,3.16,100,129.46
Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,3.35,17.3,5.01,110,247.77
Lenovo,ThinkPad X1 Carbon,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,512,False,1.46,14.0,5.74,110,167.8
Lenovo,Legion 5,Intel i9-14900HK,NVIDIA RTX 4070,32,1024,False,1.39,13.3,2.68,110,209.89
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,8,256,False,3.37,17.3,2.17,100,72.98
Lenovo,ThinkBook 14s,Intel i5-14600H,NVIDIA RTX 4050,32,512,False,1.13,14.0,6.56,110,138.4
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,8,1024,False,1.82,16.0,2.42,100,194.18
Lenovo,ThinkBook 14s,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,1024,True,2.56,17.3,4.85,110,200.65
Dell,XPS 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,8,4096,False,2.95,17.3,3.46,120,104.68
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,16,512,False,2.91,18.4,4.26,120,157.44
Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,8,256,True,2.46,15.6,2.99,100,201.57
Lenovo,ThinkPad X1 Carbon,Intel i9-14900HK,NVIDIA RTX 4070,64,512,True,1.27,13.3,4.88,110,204.19
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,2048,False,2.1,16.0,5.63,100,167.21
Asus,ZenBook 14,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,4096,True,1.18,13.3,5.61,100,213.7
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,4096,False,3.32,17.3,4.32,100,186.03
Acer,TravelMate P6,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,1024,False,2.19,16.0,5.29,80,161.06
HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,64,1024,False,2.19,15.6,6.98,90,94.22
Lenovo,IdeaPad 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,1024,True,3.37,17.3,5.79,110,235.65
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,4096,True,1.4,14.0,5.15,120,169.08
Lenovo,Legion 5,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,4096,True,1.86,15.6,4.33,110,136.66
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,1.23,13.3,4.69,120,105.58
Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4080,128,256,True,3.01,18.4,2.99,110,254.38
Lenovo,ThinkBook 14s,Intel Core Ultra 9 15700H,Intel Arc A750M,128,256,False,3.46,17.3,3.24,110,115.98
Acer,TravelMate P6,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,1024,False,1.22,13.3,6.19,80,161.18
HP,Pavilion 15,Intel Core Ultra 9 15700H,Intel Arc A750M,128,2048,False,3.11,17.3,3.2,90,124.94
Dell,Inspiron 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,4096,True,1.37,14.0,6.64,120,172.54
Acer,Nitro 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,1024,True,1.45,14.0,6.01,80,179.79
Microsoft,Surface Go 3,Intel Core Ultra 7 15500H,Intel Arc A750M,128,4096,True,3.28,17.3,4.81,100,141.18
Microsoft,Surface Book 3,Intel i5-14500H,NVIDIA RTX 3050,64,2048,True,2.94,17.3,2.54,100,110.34
HP,Spectre x360,Intel i5-14500H,Intel Iris Xe,16,4096,False,2.5,15.6,2.55,90,133.53
Acer,Nitro 5,Intel i5-14500H,Intel Iris Xe,8,1024,False,1.2,14.0,3.83,80,111.05
Asus,TUF Gaming F15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,2048,False,3.26,17.3,6.85,100,197.93
Acer,TravelMate P6,Intel i7-14800H,NVIDIA RTX 4070,64,4096,False,2.23,16.0,4.6,80,230.41
Lenovo,Yoga Slim 7,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,2048,True,1.47,14.0,3.16,110,134.44
Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,16,256,False,3.08,18.4,5.64,120,76.18
Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,1024,True,1.48,13.3,2.8,120,197.18
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,8,4096,False,2.7,18.4,6.69,120,248.05
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,1024,False,2.79,17.3,6.03,120,99.22
Acer,Nitro 5,Intel i7-14800H,NVIDIA RTX 4080,8,1024,True,3.01,17.3,4.22,80,152.82
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,128,512,False,2.75,18.4,6.01,100,207.26
Microsoft,Surface Go 3,AMD Ryzen 7 8800H,AMD Radeon 780M,64,1024,True,1.19,14.0,4.87,100,130.22
HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,512,False,1.12,14.0,5.42,90,149.71
Asus,ZenBook 14,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,1024,False,1.17,13.3,4.89,100,133.03
Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4080,32,512,False,1.37,13.3,3.69,110,182.83
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,4096,False,2.66,17.3,2.31,100,95.38
Acer,Predator Helios 300,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,512,True,1.34,14.0,6.69,80,113.66
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,64,4096,True,1.28,14.0,4.51,100,123.08
HP,Spectre x360,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,1.32,14.0,2.18,90,100.78
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,512,True,2.77,18.4,4.71,120,220.72
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,4096,True,2.23,15.6,6.98,100,274.65
Acer,Swift 3,Intel i7-14800H,NVIDIA RTX 4080,64,1024,False,2.81,17.3,2.81,80,169.22
Microsoft,Surface Laptop Studio,AMD Ryzen 5 8600H,AMD Radeon 680M,64,4096,True,2.3,16.0,5.63,100,168.81
Microsoft,Surface Pro 8,AMD Ryzen 5 8600H,AMD Radeon 680M,8,512,True,2.41,16.0,3.82,100,112.36
HP,Spectre x360,AMD Ryzen 5 8600H,AMD Radeon 680M,8,1024,True,2.77,18.4,6.28,90,99.38
Lenovo,Legion 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,4096,True,2.57,17.3,2.7,110,118.18
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 4050,128,256,False,2.75,18.4,6.98,120,186.87
Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,256,True,1.16,13.3,3.19,100,146.62
Dell,Latitude 7420,Intel i7-14800H,NVIDIA RTX 4080,32,4096,True,2.16,15.6,2.93,120,177.78
Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4080,32,256,True,1.85,15.6,4.06,100,158.58
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,256,True,1.24,13.3,2.02,100,194.48
HP,EliteBook 840,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,4096,True,2.12,16.0,3.49,90,253.65
Microsoft,Surface Pro 8,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,2048,False,1.19,14.0,2.3,100,121.94
HP,Omen 15,Intel i7-14700H,NVIDIA RTX 4070,64,256,False,1.16,13.3,3.83,90,177.46
Lenovo,Yoga Slim 7,Intel i7-14700H,NVIDIA RTX 4070,64,512,False,2.11,16.0,6.11,110,175.99
Asus,ExpertBook B9,AMD Ryzen 5 8600H,AMD Radeon 680M,32,256,False,1.17,14.0,4.05,100,85.08
Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4070,16,4096,False,1.04,14.0,2.27,110,207.03
Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4060,128,512,False,3.24,18.4,4.76,110,220.16
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,2.26,15.6,5.0,120,176.98
Lenovo,IdeaPad 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,16,1024,True,1.31,13.3,6.92,110,195.33
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4070,64,256,False,1.05,14.0,3.58,120,177.46
Acer,Swift 3,Intel i5-14600H,NVIDIA RTX 4050,128,1024,False,1.25,13.3,6.4,80,167.78
Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,512,False,1.71,16.0,3.96,120,184.32
HP,Spectre x360,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,1024,False,1.15,13.3,5.34,90,194.78
Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,8,256,False,1.55,16.0,6.3,100,200.17
Lenovo,ThinkBook 14s,Intel i9-14900HK,NVIDIA RTX 4080,8,2048,False,2.55,17.3,3.23,110,233.72
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,128,512,True,2.96,17.3,6.05,100,249.56
Acer,TravelMate P6,Intel i7-14700H,NVIDIA RTX 4070,128,4096,True,1.72,16.0,2.54,80,196.18
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,2048,True,1.12,14.0,6.35,100,175.48
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,2048,False,3.0,17.3,3.84,120,179.94
Acer,Aspire 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,256,True,2.6,18.4,4.59,80,190.93
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,64,256,True,1.51,16.0,4.51,100,181.66
Microsoft,Surface Go 3,AMD Ryzen 7 8800H,AMD Radeon 780M,16,1024,True,1.22,13.3,3.18,100,133.22
Asus,VivoBook S15,Intel i7-14700H,NVIDIA RTX 4060,64,256,True,1.36,13.3,2.38,100,161.86
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,512,False,2.81,17.3,4.52,120,205.32
Lenovo,ThinkPad X1 Carbon,Intel i7-14700H,NVIDIA RTX 4070,8,2048,False,2.46,15.6,3.81,110,158.33
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,4096,False,3.32,18.4,4.18,120,130.38
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,2048,True,2.49,16.0,6.28,120,151.12
Asus,VivoBook S15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,1024,False,2.99,17.3,2.18,100,173.78
Lenovo,Legion 5,Intel i5-14600H,NVIDIA RTX 4050,64,1024,True,2.17,16.0,5.53,110,164.81
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,Intel Arc A750M,8,256,True,2.2,16.0,5.12,100,73.98
Lenovo,IdeaPad 5,Intel Core Ultra 7 15500H,Intel Arc A750M,128,256,False,2.09,15.6,4.63,110,115.98
Acer,Aspire 5,Intel i7-14700H,NVIDIA RTX 4060,32,4096,False,1.55,16.0,6.47,80,164.14
Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4080,64,2048,True,3.32,17.3,3.14,110,216.41
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,256,True,3.42,18.4,4.84,100,163.66
Acer,TravelMate P6,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,1024,False,2.28,15.6,2.99,80,293.75
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,1024,True,3.06,17.3,4.51,120,266.31
Acer,Predator Helios 300,Intel i7-14700H,NVIDIA RTX 4060,16,2048,True,2.73,17.3,4.06,80,126.14
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,4096,True,1.23,13.3,5.9,120,189.81
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,16,4096,False,1.57,15.6,6.92,100,133.53
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,128,4096,True,1.25,14.0,4.05,100,257.15
Dell,Latitude 7420,Intel i7-14800H,NVIDIA RTX 4080,8,1024,True,1.98,15.6,5.69,120,213.95
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4080,64,4096,True,1.8,15.6,5.81,80,266.81
HP,Pavilion 15,Intel i9-14900HK,NVIDIA RTX 4070,128,1024,False,1.43,13.3,5.69,90,263.65
Acer,Aspire 5,Intel i7-14700H,NVIDIA RTX 4060,64,1024,False,3.17,17.3,3.67,80,161.06
Lenovo,IdeaPad 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,1024,False,3.39,17.3,2.76,110,165.02
Acer,Aspire 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,4096,True,2.24,15.6,3.76,80,217.42
Acer,Nitro 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,256,False,1.45,14.0,3.77,80,204.48
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,8,1024,False,1.37,14.0,2.65,100,122.95
Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4060,8,2048,True,1.94,15.6,3.85,100,172.12
Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,64,1024,False,3.09,17.3,5.55,120,184.22
Acer,Predator Helios 300,Intel i5-14500H,NVIDIA RTX 3050,8,4096,True,1.67,16.0,6.15,80,137.45
